State,Year,LawName,Switching,Homicides_-16,Homicides_-15,Homicides_-14,Homicides_-13,Homicides_-12,Homicides_-11,Homicides_-10,Homicides_-9,Homicides_-8,Homicides_-7,Homicides_-6,Homicides_-5,Homicides_-4,Homicides_-3,Homicides_-2,Homicides_-1,Current_Homicides,Y
NY,2013,assaultregister,implemented,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336
NY,2013,assaulttransfer,implemented,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336
NY,2013,magazinepreowned,implemented,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336
NY,2013,onefeature,implemented,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336
NY,2013,recordsallh,implemented,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336
NY,2013,relinquishment,implemented,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336
NY,2013,universal,implemented,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336
NY,2013,universalh,implemented,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336
NY,2013,universalpermit,implemented,,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336
NY,2014,mcdvsurrender,implemented,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,386
NY,2014,mcdvsurrenderdating,implemented,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,386
NY,2014,mcdvsurrendernoconditions,implemented,,512,576,525,528,553,508,502,413,479,462,449,497,426,396,346,336,386
OH,2001,immunity,removal,,,,,,,,,,,,,,,203,184,262,292
OH,2004,ccbackgroundnics,removal,,,,,,,,,,,,203,184,262,292,254,238,303
OH,2004,danger,implemented,,,,,,,,,,,,203,184,262,292,254,238,303
OH,2004,invcommitment,implemented,,,,,,,,,,,,203,184,262,292,254,238,303
OH,2004,mayissue,removal,,,,,,,,,,,,203,184,262,292,254,238,303
OH,2004,preemption,removal,,,,,,,,,,,,203,184,262,292,254,238,303
OH,2004,showing,removal,,,,,,,,,,,,203,184,262,292,254,238,303
OH,2007,preemptionbroad,removal,,,,,,,,,203,184,262,292,254,238,303,328,282,292
OH,2007,preemptionnarrow,removal,,,,,,,,,203,184,262,292,254,238,303,328,282,292
OH,2011,drugmisdemeanor,removal,,,,,203,184,262,292,254,238,303,328,282,292,296,301,336,290
OH,2015,ccbackgroundnics,implemented,203,184,262,292,254,238,303,328,282,292,296,301,336,290,306,269,302,425
OK,2006,nosyg,removal,,,,,,,,,,159,117,122,97,141,119,131,136,148
OK,2012,opencarrypermith,implemented,,,,159,117,122,97,141,119,131,136,148,134,136,124,137,160,134
OK,2013,elementary,removal,,,159,117,122,97,141,119,131,136,148,134,136,124,137,160,134,122
OR,2000,backgroundpurge,implemented,,,,,,,,,,,,,,,,45,46,41
OR,2000,gunshow,implemented,,,,,,,,,,,,,,,,45,46,41
OR,2000,gunshowh,implemented,,,,,,,,,,,,,,,,45,46,41
OR,2000,mentalhealth,implemented,,,,,,,,,,,,,,,,45,46,41
OR,2000,recordsdealer,implemented,,,,,,,,,,,,,,,,45,46,41
OR,2000,reportdealer,implemented,,,,,,,,,,,,,,,,45,46,41
OR,2000,statechecks,implemented,,,,,,,,,,,,,,,,45,46,41
OR,2000,statechecksh,implemented,,,,,,,,,,,,,,,,45,46,41
OR,2015,invoutpatient,implemented,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54
OR,2015,recordsall,implemented,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54
OR,2015,recordsallh,implemented,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54
OR,2015,reportall,implemented,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54
OR,2015,reportallh,implemented,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54
OR,2015,universal,implemented,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54
OR,2015,universalh,implemented,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54
OR,2015,universalpermit,implemented,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54
OR,2015,universalpermith,implemented,45,46,41,39,40,59,56,53,40,41,43,46,50,43,47,47,45,54
PA,2000,lockd,implemented,,,,,,,,,,,,,,,,409,424,433
PA,2006,mcdv,implemented,,,,,,,,,,409,424,433,415,435,468,529,578,541
PA,2006,mcdvsurrender,implemented,,,,,,,,,,409,424,433,415,435,468,529,578,541
PA,2006,mcdvsurrendernoconditions,implemented,,,,,,,,,,409,424,433,415,435,468,529,578,541
PA,2008,strawpurchaseh,implemented,,,,,,,,409,424,433,415,435,468,529,578,541,527,496
PA,2011,nosyg,removal,,,,,409,424,433,415,435,468,529,578,541,527,496,473,491,555
RI,2000,lockd,implemented,,,,,,,,,,,,,,,,18,32,18
RI,2014,alcoholism,removal,,18,32,18,26,17,15,16,9,9,18,16,17,11,19,15,13,10
RI,2014,alctreatment,removal,,18,32,18,26,17,15,16,9,9,18,16,17,11,19,15,13,10
SC,2000,immunity,removal,,,,,,,,,,,,,,,,182,179,203
SC,2001,recordsdealerh,implemented,,,,,,,,,,,,,,,182,179,203,197
SC,2004,onepermonth,removal,,,,,,,,,,,,182,179,203,197,192,195,209
SC,2005,recordsdealerh,removal,,,,,,,,,,,182,179,203,197,192,195,209,236
SC,2005,reportdealerh,removal,,,,,,,,,,,182,179,203,197,192,195,209,236
SC,2006,nosyg,removal,,,,,,,,,,182,179,203,197,192,195,209,236,233
SC,2008,age21handgunpossess,removal,,,,,,,,182,179,203,197,192,195,209,236,233,210,199
SC,2008,age21handgunsale,removal,,,,,,,,182,179,203,197,192,195,209,236,233,210,199
SC,2012,dealerh,removal,,,,182,179,203,197,192,195,209,236,233,210,199,191,207,239,207
SC,2012,junkgun,removal,,,,182,179,203,197,192,195,209,236,233,210,199,191,207,239,207
SC,2013,danger,implemented,,,182,179,203,197,192,195,209,236,233,210,199,191,207,239,207,225
SC,2013,invcommitment,implemented,,,182,179,203,197,192,195,209,236,233,210,199,191,207,239,207,225
SD,2002,ccbackground,implemented,,,,,,,,,,,,,,5,1,4,3,4
SD,2005,mcdv,implemented,,,,,,,,,,,5,1,4,3,4,5,6,1
SD,2006,nosyg,removal,,,,,,,,,,5,1,4,3,4,5,6,1,4
SD,2013,elementary,removal,,,5,1,4,3,4,5,6,1,4,10,8,8,8,5,4,8
TN,2007,nosyg,removal,,,,,,,,,246,273,264,282,271,231,298,287,273,248
TN,2008,felony,implemented,,,,,,,,246,273,264,282,271,231,298,287,273,248,300
TN,2009,danger,implemented,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235
TN,2009,dvro,implemented,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235
TN,2009,dvrosurrender,implemented,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235
TN,2009,dvrosurrendernoconditions,implemented,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235
TN,2009,invcommitment,implemented,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235
TN,2009,invoutpatient,implemented,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235
TN,2009,mcdv,implemented,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235
TN,2009,mcdvsurrender,implemented,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235
TN,2009,mcdvsurrendernoconditions,implemented,,,,,,,246,273,264,282,271,231,298,287,273,248,300,235
TX,2001,dvro,implemented,,,,,,,,,,,,,,,727,760,805,809
TX,2001,dvrodating,implemented,,,,,,,,,,,,,,,727,760,805,809
TX,2001,mcdv,implemented,,,,,,,,,,,,,,,727,760,805,809
TX,2007,nosyg,removal,,,,,,,,,727,760,805,809,881,877,933,961,986,936
TX,2008,exparte,implemented,,,,,,,,727,760,805,809,881,877,933,961,986,936,920
TX,2008,expartedating,implemented,,,,,,,,727,760,805,809,881,877,933,961,986,936,920
TX,2009,ccrevoke,implemented,,,,,,,727,760,805,809,881,877,933,961,986,936,920,859
UT,2000,immunity,removal,,,,,,,,,,,,,,,,30,17,37
UT,2002,college,removal,,,,,,,,,,,,,,30,17,37,31,28
VA,2000,immunity,removal,,,,,,,,,,,,,,,,239,248,215
VA,2004,dealerh,removal,,,,,,,,,,,,239,248,215,246,267,238,298
VA,2004,permith,removal,,,,,,,,,,,,239,248,215,246,267,238,298
VA,2008,invoutpatient,implemented,,,,,,,,239,248,215,246,267,238,298,248,251,232,239
VA,2012,onepermonth,removal,,,,239,248,215,246,267,238,298,248,251,232,239,241,203,209,221
VT,2015,mcdv,implemented,8,4,3,4,4,3,6,7,8,9,0,2,5,3,6,5,7,5
VT,2015,mcdvdating,implemented,8,4,3,4,4,3,6,7,8,9,0,2,5,3,6,5,7,5
VT,2015,stalking,implemented,8,4,3,4,4,3,6,7,8,9,0,2,5,3,6,5,7,5
WA,2011,ccbackgroundnics,implemented,,,,,89,108,104,102,97,114,130,111,103,115,109,106,94,109
WA,2014,backgroundpurge,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,defactoregh,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,gunshow,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,gunshowh,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,mentalhealth,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,permith,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,permitlaw,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,recordsallh,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,reportallh,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,statechecks,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,statechecksh,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,threedaylimit,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,universal,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,universalh,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,universalpermit,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WA,2014,universalpermith,implemented,,89,108,104,102,97,114,130,111,103,115,109,106,94,109,107,111,136
WI,2002,dvrodating,implemented,,,,,,,,,,,,,,131,113,115,112,129
WI,2002,dvrosurrenderdating,implemented,,,,,,,,,,,,,,131,113,115,112,129
WI,2002,stalking,implemented,,,,,,,,,,,,,,131,113,115,112,129
WI,2010,alctreatment,implemented,,,,,,131,113,115,112,129,99,146,100,119,87,95,103,82
WI,2010,danger,implemented,,,,,,131,113,115,112,129,99,146,100,119,87,95,103,82
WI,2011,mayissue,removal,,,,,131,113,115,112,129,99,146,100,119,87,95,103,82,109
WI,2011,showing,removal,,,,,131,113,115,112,129,99,146,100,119,87,95,103,82,109
WI,2015,waitingh,removal,131,113,115,112,129,99,146,100,119,87,95,103,82,109,117,125,169,187
WV,2000,dvro,implemented,,,,,,,,,,,,,,,,46,39,19
WV,2000,dvrodating,implemented,,,,,,,,,,,,,,,,46,39,19
WV,2000,mcdv,implemented,,,,,,,,,,,,,,,,46,39,19
WV,2000,mcdvdating,implemented,,,,,,,,,,,,,,,,46,39,19
WV,2000,violentpartial,implemented,,,,,,,,,,,,,,,,46,39,19
WV,2001,exparte,implemented,,,,,,,,,,,,,,,46,39,19,43
WV,2001,expartedating,implemented,,,,,,,,,,,,,,,46,39,19,43
WV,2003,immunity,removal,,,,,,,,,,,,,46,39,19,43,33,36
WV,2008,nosyg,removal,,,,,,,,46,39,19,43,33,36,38,35,34,31,35
WV,2010,age18longgunsale,implemented,,,,,,46,39,19,43,33,36,38,35,34,31,35,27,40
WV,2010,age21handgunsale,implemented,,,,,,46,39,19,43,33,36,38,35,34,31,35,27,40
WV,2010,amm18,implemented,,,,,,46,39,19,43,33,36,38,35,34,31,35,27,40
WV,2010,amm21h,implemented,,,,,,46,39,19,43,33,36,38,35,34,31,35,27,40
WV,2012,ccbackgroundnics,implemented,,,,46,39,19,43,33,36,38,35,34,31,35,27,40,41,30
WV,2012,ccrenewbackground,implemented,,,,46,39,19,43,33,36,38,35,34,31,35,27,40,41,30
WY,2010,age18longgunsale,implemented,,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8
WY,2010,age21handgunsale,implemented,,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8
WY,2010,felony,implemented,,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8
WY,2011,ccbackground,removal,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8,7
WY,2011,ccrenewbackground,removal,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8,7
WY,2011,ccrevoke,removal,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8,7
WY,2011,permitconcealed,removal,,,,,3,5,6,7,9,4,9,5,8,4,6,5,8,7
